id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
257,"WP61A_U02 ST Barbara 10c",https://npropendata.rdw.nl/parkingdata/v2/static/1c198041-bae2-44f3-969d-fbf93eca50f1,,0,1c198041-bae2-44f3-969d-fbf93eca50f1,52.3915395786044,4.86315103966148,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
258,Zuid-Konninginnewal,https://npropendata.rdw.nl/parkingdata/v2/static/be650b54-9849-40d8-9538-a044dbd76858,,0,be650b54-9849-40d8-9538-a044dbd76858,51.478330497193,5.65742377470233,Helmond,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
259,"Garage Meander Medisch Centrum (Amersfoort)",https://npropendata.rdw.nl/parkingdata/v2/static/8981f76d-79a9-41b2-8b6f-bde3675ec273,,0,8981f76d-79a9-41b2-8b6f-bde3675ec273,52.171647,5.370672,Amersfoort,nl,Utrecht,Noordwest-Nederland,average,garage,1,700,0,2.0,1,1
260,"Zone B (4 uur zone)",https://npropendata.rdw.nl/parkingdata/v2/static/227f8e31-9afc-4676-ad13-246aaa7f11a6,,0,227f8e31-9afc-4676-ad13-246aaa7f11a6,52.086087504071,4.8841849910731,Woerden,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
261,"Garage Meent (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/48383bbe-e212-4903-bfd2-440846d80059,,0,48383bbe-e212-4903-bfd2-440846d80059,51.924172,4.482425,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,average,garage,1,,0,0.0,1,1
262,"Carpool Raamsdonkveer A59 Noord",https://npropendata.rdw.nl/parkingdata/v2/static/6e3c6bc7-e5c6-4f04-a594-47c83162d881,,0,6e3c6bc7-e5c6-4f04-a594-47c83162d881,51.688731,4.87555,Raamsdonksveer,nl,Noord-Brabant,Zuid-Nederland,average,carpool,1,200,0,0.0,1,1
263,"P+R Meerhoven (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/13463dd0-2550-4ec2-ad01-685a76c80308,,0,13463dd0-2550-4ec2-ad01-685a76c80308,51.435939,5.424606,Eindhoven,nl,Noord-Brabant,Zuid-Nederland,average,"park and ride",1,231,0,0.0,1,1
264,"Terrein Pastoor Joorenplein (Bergen op Zoom)",https://npropendata.rdw.nl/parkingdata/v2/static/319cdbfb-9e3e-4a05-be25-937ee129c24f,,0,319cdbfb-9e3e-4a05-be25-937ee129c24f,51.496397,4.29316,"Bergen op Zoom",nl,Noord-Brabant,Zuid-Nederland,average,terrain,1,123,0,0.0,1,1
265,"Veersedam West",https://npropendata.rdw.nl/parkingdata/v2/static/3f6868f3-2cda-4065-a0fe-d7e063b1e75b,,0,3f6868f3-2cda-4065-a0fe-d7e063b1e75b,51.5858912701546,3.63071992814732,Vrouwenpolder,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
266,"Garage Proosdijpark (Meerssen)",https://npropendata.rdw.nl/parkingdata/v2/static/a614b2d4-cf6a-4356-b6d5-386d269f818e,,0,a614b2d4-cf6a-4356-b6d5-386d269f818e,50.884244,5.752659,Meerssen,nl,Limburg,Zuid-Nederland,average,garage,1,,0,2.05,1,1
267,"J.S. Bachstraat",https://npropendata.rdw.nl/parkingdata/v2/static/c0c3f07a-b3e2-4708-95bf-2603825cdd43,,0,c0c3f07a-b3e2-4708-95bf-2603825cdd43,50.8676168604455,6.06359290568246,Kerkrade,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
268,"NIeuw Welgelegen",https://npropendata.rdw.nl/parkingdata/v2/static/ec3dfa50-02b1-4153-aeb4-9404da66010a,,0,ec3dfa50-02b1-4153-aeb4-9404da66010a,52.0832719006151,5.09796718152738,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
269,"Vergunninggebied Station Zuid sector 1",https://npropendata.rdw.nl/parkingdata/v2/static/a53c4a85-e5b1-4383-8a83-af5222cc1be5,,0,a53c4a85-e5b1-4383-8a83-af5222cc1be5,,,,,,,onstreet,onstreet,0,,1,,0,0
270,Vlooswijkstraat,https://npropendata.rdw.nl/parkingdata/v2/static/491e63f7-29f4-475d-a2e5-af43f215109c,,0,491e63f7-29f4-475d-a2e5-af43f215109c,51.3352335316165,3.82671528826454,Terneuzen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
271,"Parkeerterrein Wijngracht",https://npropendata.rdw.nl/parkingdata/v2/static/57ff7888-c520-45b6-85d4-b3356d40d68c,,0,57ff7888-c520-45b6-85d4-b3356d40d68c,50.8676262495931,6.05864001351315,Kerkrade,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
272,Wisselstroom,https://npropendata.rdw.nl/parkingdata/v2/static/37d3a0b4-b4b0-4f5f-abf0-924024cb8a5c,,0,37d3a0b4-b4b0-4f5f-abf0-924024cb8a5c,52.3017087792232,4.86874000423729,Amstelveen,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
273,"BV_Sector G",https://npropendata.rdw.nl/parkingdata/v2/static/f8256045-35ef-4ee6-a630-4f39a03e399b,,0,f8256045-35ef-4ee6-a630-4f39a03e399b,51.8156054987356,4.67741085623759,Dordrecht,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
274,"Garage Kennedy Business Center (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/7acbf003-9bae-4d94-9e72-43921b0eec8f,,0,7acbf003-9bae-4d94-9e72-43921b0eec8f,51.443741,5.481531,Eindhoven,nl,Noord-Brabant,Zuid-Nederland,average,garage,1,799,0,2.0,1,1
275,"P+R Station Nijmegen Lent (Lent)",https://npropendata.rdw.nl/parkingdata/v2/static/fa5db967-21ea-4fc7-a412-c86860a5d458,,0,fa5db967-21ea-4fc7-a412-c86860a5d458,51.861969,5.861608,Nijmegen,nl,Gelderland,Oost-Nederland,average,"park and ride",1,100,0,0.0,1,1
276,"Vergunninggebied H",https://npropendata.rdw.nl/parkingdata/v2/static/d3bf81c4-6a20-4b5e-9d16-725943dd1325,,0,d3bf81c4-6a20-4b5e-9d16-725943dd1325,52.6403323929519,4.74952306088713,Alkmaar,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
277,"Garage Achter de Grote Markt (Bergen op Zoom)",https://npropendata.rdw.nl/parkingdata/v2/static/a38064fc-4fe6-4f5d-a37b-fc2be49188d4,,0,a38064fc-4fe6-4f5d-a37b-fc2be49188d4,51.492732,4.285022,"Bergen op Zoom",nl,Noord-Brabant,Zuid-Nederland,average,garage,1,,0,0.0,1,1
278,"Regentessekwartier Duinoord Beeklaan Hoek Weimarstraat",https://npropendata.rdw.nl/parkingdata/v2/static/f3b830e4-68b8-4d83-8f4f-82679d3cbc84,,0,f3b830e4-68b8-4d83-8f4f-82679d3cbc84,52.0749790407205,4.28030213105305,"Den Haag",nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,0
279,"Garage World Port Center (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/5dff089b-0b85-4807-9d76-7eae42a56219,,0,5dff089b-0b85-4807-9d76-7eae42a56219,51.904416,4.48451,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,average,garage,1,505,0,1.9,1,1
280,"Cubagarage (Almere Buiten)",https://npropendata.rdw.nl/parkingdata/v2/static/2aed2095-5bc2-480d-b4cf-f1581884f4d6,,0,2aed2095-5bc2-480d-b4cf-f1581884f4d6,52.39369,5.27632,Almere,nl,Flevoland,Noordwest-Nederland,average,garage,1,,1,,0,1
281,"P en R terrein voor Open data",https://npropendata.rdw.nl/parkingdata/v2/static/04f7cedb-e4ad-45ac-8304-6927cbc19f42,,0,04f7cedb-e4ad-45ac-8304-6927cbc19f42,,,,,,,bad,"park and ride",0,,0,,0,0
282,"Straatparkeren Zone M2 (Nieuwegein)",https://npropendata.rdw.nl/parkingdata/v2/static/8b3c3f25-95d0-4e53-9cc2-112485768b59,,0,8b3c3f25-95d0-4e53-9cc2-112485768b59,52.0277803607503,5.09135345018053,Nieuwegein,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,367,0,0.0,0,1
283,"A.Dekenstraat plein",https://npropendata.rdw.nl/parkingdata/v2/static/597c4c78-049d-4186-88b9-9bb903608e95,,0,597c4c78-049d-4186-88b9-9bb903608e95,51.4462844363651,3.57618466969459,Vlissingen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
284,Botermarkt,https://npropendata.rdw.nl/parkingdata/v2/static/310c1ea5-5d0f-4c5f-9d28-6cf2e9d0bb99,,0,310c1ea5-5d0f-4c5f-9d28-6cf2e9d0bb99,51.734358283365,5.13828883774127,Heusden,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
285,"Terrein Vomar Bomstraat (Noordwijk)",https://npropendata.rdw.nl/parkingdata/v2/static/8c237822-2d60-4446-b5cd-8f33cccb26fc,,0,8c237822-2d60-4446-b5cd-8f33cccb26fc,52.243867,4.431611,Noordwijk,nl,Zuid-Holland,Zuidwest-Nederland,average,terrain,1,250,0,0.0,1,1
286,"BZ Westerstraat",https://npropendata.rdw.nl/parkingdata/v2/static/9d24e6cb-91f4-4207-b270-b83a210833de,,0,9d24e6cb-91f4-4207-b270-b83a210833de,52.7030685480624,5.28608389837385,Enkhuizen,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
287,Zuid,https://npropendata.rdw.nl/parkingdata/v2/static/b63ac51b-5add-4d33-befe-304cd29ecb9e,,0,b63ac51b-5add-4d33-befe-304cd29ecb9e,51.5504599237433,5.08850575559293,Tilburg,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,1,,0,1
288,"P+R Station Kropswolde, Woldweg, Kropswolde (Hoogezand-Sappemeer)",https://npropendata.rdw.nl/parkingdata/v2/static/ed0a59f3-73fc-4aae-a36c-105de596f590,,0,ed0a59f3-73fc-4aae-a36c-105de596f590,,,,,,,bad,"park and ride",0,,0,,0,1
289,"Carpool Rolde (Rolde)",https://npropendata.rdw.nl/parkingdata/v2/static/740268f4-da97-483d-90fe-fd5291f0785a,,0,740268f4-da97-483d-90fe-fd5291f0785a,52.97632,6.650866,"Aa en Hunze",nl,Drenthe,Noord-Nederland,average,carpool,1,,0,0.0,1,1
290,"BA01_U03 ma-za 10-18 Postjesweg WS",https://npropendata.rdw.nl/parkingdata/v2/static/ef2d938d-1261-47c6-9886-b7478cb55864,,0,ef2d938d-1261-47c6-9886-b7478cb55864,52.3645050510268,4.85648605920129,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
291,"Garage Centrum (LDC) (Zandvoort)",https://npropendata.rdw.nl/parkingdata/v2/static/1615a75c-2d37-4743-8b3e-41f5e05bb613,,0,1615a75c-2d37-4743-8b3e-41f5e05bb613,,,,,,,bad,garage,0,,0,,0,1
292,Janskerkhof,https://npropendata.rdw.nl/parkingdata/v2/static/99946e2f-c16c-484e-b952-093e2b07488b,,0,99946e2f-c16c-484e-b952-093e2b07488b,52.0938515328269,5.12215189099012,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
293,"P+R Dalen (Dalen)",https://npropendata.rdw.nl/parkingdata/v2/static/d139bc44-d739-4f26-9cbf-426bbe4c2a94,,0,d139bc44-d739-4f26-9cbf-426bbe4c2a94,52.694963,6.758124,Dalen,nl,Drenthe,Noord-Nederland,average,"park and ride",1,10,0,0.0,1,1
294,"Betaald parkeren centrum tijdelijk",https://npropendata.rdw.nl/parkingdata/v2/static/3fe61c2b-760a-4237-aace-762cc00d54da,,0,3fe61c2b-760a-4237-aace-762cc00d54da,,,,,,,onstreet,onstreet,0,,0,,0,1
295,"P+R Hoogvliet Tussenwater (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/7e1f110a-d5c4-4dc8-bcbf-62bcdde1d90e,,0,7e1f110a-d5c4-4dc8-bcbf-62bcdde1d90e,,,,,,,bad,"park and ride",0,,0,,0,1
296,"Garage Sluisdijk (Den Helder)",https://npropendata.rdw.nl/parkingdata/v2/static/098f4eb3-a44b-4a5c-9396-eb4a6e978da0,,0,098f4eb3-a44b-4a5c-9396-eb4a6e978da0,52.957204,4.765258,"Den Helder",nl,Noord-Holland,Noordwest-Nederland,average,garage,1,181,0,1.95,1,1
297,"Straatparkeren Stationsplein / VVV (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/a650d231-d41a-42b2-ab1a-5ef36619a27c,,0,a650d231-d41a-42b2-ab1a-5ef36619a27c,51.4421167097571,5.47847283274023,Eindhoven,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
298,"Garage Citadel (Assen)",https://npropendata.rdw.nl/parkingdata/v2/static/eec0c6ed-f862-4bc0-8e82-ed4cc67a521b,,0,eec0c6ed-f862-4bc0-8e82-ed4cc67a521b,52.997528,6.566937,Assen,nl,Drenthe,Noord-Nederland,average,garage,1,584,0,2.2,1,1
299,"bezoekersparkeren blauwe zone bedrijventerrein Randstad",https://npropendata.rdw.nl/parkingdata/v2/static/3259a0de-0369-4cf8-aa0b-76a868198346,,0,3259a0de-0369-4cf8-aa0b-76a868198346,52.37779,5.224172,Almere,nl,Flevoland,Noordwest-Nederland,onstreet,onstreet,0,,1,,0,1
300,"Piet Heingarage (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/e08d6a7e-cfcf-4cbd-a59a-8821766c016c,http://opd.it-t.nl/Data/parkingdata/v1/amsterdam/dynamic/900000002_parkinglocation.json,0,e08d6a7e-cfcf-4cbd-a59a-8821766c016c,52.377626,4.91488,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,average,garage,1,588,0,2.1,1,1
301,"P+R Station Zwaagwesteinde (De Westereen)",https://npropendata.rdw.nl/parkingdata/v2/static/d22a51f2-7f5d-4b6c-b6c4-5817c1a5afb1,,0,d22a51f2-7f5d-4b6c-b6c4-5817c1a5afb1,53.24836,6.035191,Dantumadiel,nl,"Fryslân",Noord-Nederland,average,"park and ride",1,26,0,0.0,1,1
302,Achterdoelen,https://npropendata.rdw.nl/parkingdata/v2/static/9de627c9-d074-405e-8c48-80f048b4c9c3,https://npropendata.rdw.nl/parkingdata/v2/dynamic/9de627c9-d074-405e-8c48-80f048b4c9c3,1,9de627c9-d074-405e-8c48-80f048b4c9c3,52.04378,5.671295,Ede,nl,Gelderland,Oost-Nederland,average,garage,1,450,0,200.0,1,0
303,"OW21 Oud-West 1.3",https://npropendata.rdw.nl/parkingdata/v2/static/2546e34e-27a5-42f8-b6a4-f2888585bbf7,,0,2546e34e-27a5-42f8-b6a4-f2888585bbf7,52.3616591088008,4.86824425561762,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
304,Centrum,https://npropendata.rdw.nl/parkingdata/v2/static/06d7f7bb-8570-4df2-ac53-388dff7d2b64,,0,06d7f7bb-8570-4df2-ac53-388dff7d2b64,51.9806798778059,5.90783999491037,Arnhem,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,1,,0,1
305,"Gebieden met regeling R21",https://npropendata.rdw.nl/parkingdata/v2/static/ff377693-1571-4f64-932e-44ed2a988fa0,,0,ff377693-1571-4f64-932e-44ed2a988fa0,,,,,,,onstreet,onstreet,0,,0,,0,0
306,Raadhuisplein,https://npropendata.rdw.nl/parkingdata/v2/static/f4403c7e-4bd0-4ca2-ab66-be116f35f699,,0,f4403c7e-4bd0-4ca2-ab66-be116f35f699,52.1397394833196,5.5862255307108,Barneveld,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
307,"Carpoolparkeren Burg. Zuidwijklaan, Raalte (Raalte)",https://npropendata.rdw.nl/parkingdata/v2/static/08c567d8-d6a8-44a6-97f2-81dbd6667a61,,0,08c567d8-d6a8-44a6-97f2-81dbd6667a61,52.400562,6.268623,Raalte,nl,Overijssel,Oost-Nederland,average,carpool,1,26,1,0.0,0,1
308,Podiumweg,https://npropendata.rdw.nl/parkingdata/v2/static/b726858f-a82c-45b4-b668-75b885b67970,,0,b726858f-a82c-45b4-b668-75b885b67970,52.0156750606678,5.04186593932747,IJsselstein,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
309,Greenwheels,https://npropendata.rdw.nl/parkingdata/v2/static/4af9d884-14e0-46e1-9f5c-ad32efd0f0b3,,0,4af9d884-14e0-46e1-9f5c-ad32efd0f0b3,50.8430119187558,5.69054565394983,Maastricht,nl,Limburg,Zuid-Nederland,onstreet,onstreet,0,,0,,0,0
310,Dichterswijk-oost,https://npropendata.rdw.nl/parkingdata/v2/static/705e1e54-6e70-42f7-8be4-9720086d697f,,0,705e1e54-6e70-42f7-8be4-9720086d697f,52.0840904725185,5.11023883245545,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
311,Julianaplein,https://npropendata.rdw.nl/parkingdata/v2/static/7b2dd15f-66d7-45d2-a846-78ef0fc967ec,,0,7b2dd15f-66d7-45d2-a846-78ef0fc967ec,51.8413837205999,5.86739343021407,Nijmegen,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
312,"Vergunningparkeren Rayon A (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/a3e8a4bb-4e8c-4aed-8cb5-c0bd76c4b4eb,,0,a3e8a4bb-4e8c-4aed-8cb5-c0bd76c4b4eb,52.082519818816,5.24214363567856,Zeist,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
313,"P+R Station Vlaardingen West, Geuzenplein, Vlaardingen (Vlaardingen)",https://npropendata.rdw.nl/parkingdata/v2/static/57cd1844-039f-4d28-87f9-5d73b826e9f0,,0,57cd1844-039f-4d28-87f9-5d73b826e9f0,,,,,,,bad,"park and ride",0,,0,,0,1
314,"Zuid Z01",https://npropendata.rdw.nl/parkingdata/v2/static/c2f0b234-0939-48e0-98ca-0b49a2acbfd9,,0,c2f0b234-0939-48e0-98ca-0b49a2acbfd9,51.5521449420843,5.09111727967948,Tilburg,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,1,,0,1
315,"Carpool Geldrop A67 (Geldrop)",https://npropendata.rdw.nl/parkingdata/v2/static/7f9cd320-db2e-4691-8544-50fa597902d9,,0,7f9cd320-db2e-4691-8544-50fa597902d9,51.405213,5.562754,Geldrop-Mierlo,nl,Noord-Brabant,Zuid-Nederland,average,carpool,1,,0,0.0,1,1
316,"P+R Jeustraat (Voerendaal)",https://npropendata.rdw.nl/parkingdata/v2/static/13d9d2fe-1c63-43a7-90ea-4837bd3662ca,https://npropendata.rdw.nl/parkingdata/v2/dynamic/13d9d2fe-1c63-43a7-90ea-4837bd3662ca,0,13d9d2fe-1c63-43a7-90ea-4837bd3662ca,,,,,,,bad,"park and ride",0,,0,,0,0
317,"Straatparkeren Duivendaal (Wageningen)",https://npropendata.rdw.nl/parkingdata/v2/static/91a9ab2d-f529-4c3a-86e6-6d0a7710053b,,0,91a9ab2d-f529-4c3a-86e6-6d0a7710053b,51.9669473272869,5.65878414130338,Wageningen,nl,Gelderland,Oost-Nederland,onstreet,onstreet,0,,0,,0,1
318,"Wilhelminastraat e.o.",https://npropendata.rdw.nl/parkingdata/v2/static/9a7e6f8d-8845-47b8-8b82-0f66b8cb4ddc,,0,9a7e6f8d-8845-47b8-8b82-0f66b8cb4ddc,51.4426264205333,3.57795101548313,Vlissingen,nl,Zeeland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
319,"P+R Aan de drie heren (Beek)",https://npropendata.rdw.nl/parkingdata/v2/static/6b153ac5-9aee-4758-a5a3-7e92a2b98eab,https://npropendata.rdw.nl/parkingdata/v2/dynamic/6b153ac5-9aee-4758-a5a3-7e92a2b98eab,0,6b153ac5-9aee-4758-a5a3-7e92a2b98eab,,,,,,,bad,"park and ride",0,,0,,0,0
320,"parkeergarage Damsterdiep",https://npropendata.rdw.nl/parkingdata/v2/static/82a7a278-285e-436a-acda-9047387a7b3d,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/a91fe3ba-77bb-46e7-9307-1f91b6f0204c,0,82a7a278-285e-436a-acda-9047387a7b3d,,,,,,,onstreet,onstreet,0,508,1,2.05,1,0
321,"Garage Henri Dunant, Nijverdal (Hellendoorn)",https://npropendata.rdw.nl/parkingdata/v2/static/fb0ee09a-0c8f-42c7-b18a-ea65062b6d8f,,0,fb0ee09a-0c8f-42c7-b18a-ea65062b6d8f,52.364903,6.462869,Nijverdal,nl,Overijssel,Oost-Nederland,good,garage,1,256,1,2.1,1,1
322,"P+R Dorpsstraat (Obdam)",https://npropendata.rdw.nl/parkingdata/v2/static/f7349c62-e9a2-416c-8f83-23e7e12f006e,,0,f7349c62-e9a2-416c-8f83-23e7e12f006e,52.678184,4.909217,Koggenland,nl,Noord-Holland,Noordwest-Nederland,average,"park and ride",1,166,0,0.0,1,1
323,"ZO01 Zuidoost 1 F-Buurt/Vogeltjeswei",https://npropendata.rdw.nl/parkingdata/v2/static/eaeaf156-0c51-4859-a486-ba64ea7b46a8,,0,eaeaf156-0c51-4859-a486-ba64ea7b46a8,52.318724505847,4.95804913845695,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
324,Tuindorp,https://npropendata.rdw.nl/parkingdata/v2/static/9ebe68ef-b2bc-4d75-9095-717e4626bdf7,,0,9ebe68ef-b2bc-4d75-9095-717e4626bdf7,52.106401749093,5.12669717999057,Utrecht,nl,Utrecht,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
325,"Terrein Duivenweide (Veenendaal)",https://npropendata.rdw.nl/parkingdata/v2/static/83e8b817-f383-453b-a4fc-b7a99a45dc18,,0,83e8b817-f383-453b-a4fc-b7a99a45dc18,,,,,,,average,terrain,0,445,0,0.0,1,1
326,"Sluisgarage (Almere Haven)",https://npropendata.rdw.nl/parkingdata/v2/static/3de34454-d247-43d0-9dec-ba3f5bbde1ee,,0,3de34454-d247-43d0-9dec-ba3f5bbde1ee,52.334843,5.220404,Almere,nl,Flevoland,Noordwest-Nederland,average,garage,1,270,0,2.1,1,1
327,"Zone 511",https://npropendata.rdw.nl/parkingdata/v2/static/21267f1a-947a-4b57-99ac-ce4122f84ffc,,0,21267f1a-947a-4b57-99ac-ce4122f84ffc,51.9104704889527,4.44375284022807,Rotterdam,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,0,,0,1
328,"WP60B Westerpark 1.1 Fannius Scholtenbuurt",https://npropendata.rdw.nl/parkingdata/v2/static/cf1dc0b9-70a7-4251-bb9a-812c3c82f5b1,,0,cf1dc0b9-70a7-4251-bb9a-812c3c82f5b1,52.385470515464,4.87236865492941,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
329,"GRV015WLP Waterloopleingarage",https://npropendata.rdw.nl/parkingdata/v2/static/21de769b-c8e4-45e6-8b40-4496fa1fc417,,0,21de769b-c8e4-45e6-8b40-4496fa1fc417,,,,,,,onstreet,onstreet,0,,0,,0,0
330,"Paraplugebied regeling 10",https://npropendata.rdw.nl/parkingdata/v2/static/478055d2-7b9b-423e-8a19-d8284143f0cf,,0,478055d2-7b9b-423e-8a19-d8284143f0cf,,,,,,,onstreet,onstreet,0,,0,,0,0
331,"Garage Biosparking (Groningen)",https://npropendata.rdw.nl/parkingdata/v2/static/eda67214-1c0d-4fe2-843a-b9a20b4be727,,0,eda67214-1c0d-4fe2-843a-b9a20b4be727,53.214003,6.566734,Groningen,nl,Groningen,Noord-Nederland,average,garage,1,90,0,1.9,1,1
332,Zaandam7,https://npropendata.rdw.nl/parkingdata/v2/static/980fb70a-d84a-4fd0-b292-210cff3b291d,,0,980fb70a-d84a-4fd0-b292-210cff3b291d,52.4365885422429,4.8150569864643,Zaanstad,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,1
333,"Stationsbuurt en Rivierenbuurt Korting",https://npropendata.rdw.nl/parkingdata/v2/static/0fbcd568-9352-42f3-baf7-c8189932ab2b,,0,0fbcd568-9352-42f3-baf7-c8189932ab2b,,,,,,,onstreet,onstreet,0,,0,,0,0
334,"BL05_U01 ma-za 10-18 Hoofdweg/BL plein en -weg WS",https://npropendata.rdw.nl/parkingdata/v2/static/c14b9481-65f3-4436-b195-51e4d4fa9d94,,0,c14b9481-65f3-4436-b195-51e4d4fa9d94,52.3770699861676,4.84588657258797,Amsterdam,nl,Noord-Holland,Noordwest-Nederland,onstreet,onstreet,0,,0,,0,0
335,Tiendplein,https://npropendata.rdw.nl/parkingdata/v2/static/b6d1bbf2-c625-4e5d-9a6c-cecfb3f4b3d7,,0,b6d1bbf2-c625-4e5d-9a6c-cecfb3f4b3d7,51.4780673213193,5.66364436862251,Helmond,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
336,"Garage Looskade (Roermond)",https://npropendata.rdw.nl/parkingdata/v2/static/5d653c02-0e99-43f4-8838-ee38d090d12a,,0,5d653c02-0e99-43f4-8838-ee38d090d12a,51.197335,5.982587,Roermond,nl,Limburg,Zuid-Nederland,average,garage,1,200,0,0.0,1,1
337,"Vergunninggebied Centrum West sector 3",https://npropendata.rdw.nl/parkingdata/v2/static/41f6d9fa-611c-40de-b695-8d292f1923cf,,0,41f6d9fa-611c-40de-b695-8d292f1923cf,,,,,,,onstreet,onstreet,0,,1,,0,0
338,"Maria Gorettiplein",https://npropendata.rdw.nl/parkingdata/v2/static/4dc09f99-5c4d-4a62-9e37-4ffa4bfc78f0,,0,4dc09f99-5c4d-4a62-9e37-4ffa4bfc78f0,,,,,,,onstreet,onstreet,0,,0,,0,1
339,"Geuzen  Statenkwartier",https://npropendata.rdw.nl/parkingdata/v2/static/0adb8e8f-4305-4d69-ad27-0cff4ac07a3a,,0,0adb8e8f-4305-4d69-ad27-0cff4ac07a3a,,,,,,,onstreet,onstreet,0,,0,,0,1
340,Regenboog,https://npropendata.rdw.nl/parkingdata/v2/static/a4d4028f-d768-4e44-8670-b80ee85e4d28,,0,a4d4028f-d768-4e44-8670-b80ee85e4d28,51.4788903491937,5.66247336348559,Helmond,nl,Noord-Brabant,Zuid-Nederland,onstreet,onstreet,0,,0,,0,1
341,"Carpool Witte Paal N34/N36 (Rheezerveen)",https://npropendata.rdw.nl/parkingdata/v2/static/0f86ff3b-6738-485e-b3f5-9fd88b3d6187,,0,0f86ff3b-6738-485e-b3f5-9fd88b3d6187,52.553719,6.533238,Rheezerveen,nl,Overijssel,Oost-Nederland,good,carpool,1,25,1,0.0,1,1
342,"GRV007MH Garage Markenhoven",https://npropendata.rdw.nl/parkingdata/v2/static/fb7d42b2-a4e8-4d4e-bd70-7ffd6846b669,,0,fb7d42b2-a4e8-4d4e-bd70-7ffd6846b669,,,,,,,onstreet,onstreet,0,,0,,0,0
343,"Straatparkeren op bedrijventerreinen (Zoetermeer)",https://npropendata.rdw.nl/parkingdata/v2/static/7784706f-c6cf-4a9a-ad8f-2e1b5db67a7c,,0,7784706f-c6cf-4a9a-ad8f-2e1b5db67a7c,52.0646131118595,4.5255253268936,Zoetermeer,nl,Zuid-Holland,Zuidwest-Nederland,onstreet,onstreet,0,,1,0.0,1,1
